interaction_id,client_id,advisor_id,date,type,initiated_by,duration_minutes,outcome,sentiment,topics_discussed,commitment_made,commitment_fulfilled,follow_up_created,follow_up_due_date
I1373,C0065,ADV001,2025-12-19,Video call,advisor,30,neutral — information provided,positive,business exit planning|inheritance planning|new investment opportunity,False,,False,
I1374,C0065,ADV001,2026-01-21,Email,advisor,0,neutral — client to consider,neutral,estate planning|business exit planning,False,,False,
I1375,C0065,ADV001,2026-03-04,In-person meeting,advisor,56,positive — action taken,positive,family financial planning,False,,False,
I1376,C0065,ADV001,2026-04-01,Phone call,client,10,neutral — information provided,positive,retirement planning,True,True,True,2026-04-24
I1377,C0065,ADV001,2026-04-04,Phone call,client,23,neutral — client to consider,neutral,new investment opportunity|tax planning|philanthropic planning,True,False,True,2026-04-26
I1378,C0065,ADV001,2026-04-25,Email,advisor,0,positive — follow up scheduled,positive,business exit planning|rebalancing|retirement planning,False,,False,
I1379,C0065,ADV001,2026-04-27,Video call,advisor,31,neutral — information provided,positive,estate planning|insurance review,True,True,True,2026-05-11
I1380,C0065,ADV001,2026-05-04,In-person meeting,advisor,63,negative — complaint raised,negative,philanthropic planning|family financial planning,True,False,True,2026-05-16
I1381,C0065,ADV001,2026-05-10,Phone call,advisor,21,positive — action taken,positive,philanthropic planning|business exit planning|new investment opportunity,False,,False,
I1382,C0065,ADV001,2026-05-13,Email,advisor,0,neutral — information provided,positive,portfolio review|property discussion|tax planning,False,,False,
I1383,C0065,ADV001,2026-05-26,In-person meeting,advisor,73,positive — action taken,positive,risk tolerance review|inheritance planning,False,,False,
I1384,C0065,ADV001,2026-05-26,Phone call,advisor,14,positive — follow up scheduled,positive,next gen engagement|portfolio review|philanthropic planning,False,,False,
I1385,C0065,ADV001,2026-06-03,Email,advisor,0,positive — follow up scheduled,positive,portfolio review|estate planning,True,True,True,2026-07-01
I1386,C0066,ADV001,2024-12-14,Phone call,advisor,23,neutral — client to consider,neutral,cash flow review|tax planning,False,,False,
I1387,C0066,ADV001,2024-12-31,Review meeting,advisor,120,positive — action taken,positive,next gen engagement,False,,False,
I1388,C0066,ADV001,2025-01-18,Phone call,client,23,positive — follow up scheduled,neutral,insurance review,False,,False,
I1389,C0066,ADV001,2025-01-18,Email,advisor,0,positive — follow up scheduled,positive,tax planning|rebalancing|inheritance planning,True,False,True,2025-02-02
I1390,C0066,ADV001,2025-01-23,Email,client,0,neutral — client to consider,neutral,insurance review,True,True,True,2025-02-16
I1391,C0066,ADV001,2025-02-15,Phone call,advisor,10,positive — follow up scheduled,neutral,family financial planning|tax planning|risk tolerance review,False,,False,
I1392,C0066,ADV001,2025-02-16,In-person meeting,advisor,84,neutral — information provided,neutral,philanthropic planning|rebalancing|next gen engagement,False,,False,
I1393,C0066,ADV001,2025-02-18,Phone call,advisor,27,positive — follow up scheduled,positive,cash flow review|portfolio review|risk tolerance review,False,,False,
I1394,C0066,ADV001,2025-06-05,Video call,client,34,positive — action taken,positive,tax planning,False,,False,
I1395,C0066,ADV001,2025-07-28,Video call,advisor,37,neutral — information provided,neutral,rebalancing|business exit planning|new investment opportunity,False,,False,
I1396,C0066,ADV001,2025-08-09,Phone call,advisor,23,neutral — information provided,positive,property discussion|next gen engagement,True,False,True,2025-08-22
I1397,C0066,ADV001,2025-08-23,Phone call,advisor,30,positive — action taken,positive,estate planning|goal progress|family financial planning,False,,False,
I1398,C0066,ADV001,2025-08-26,Email,client,0,neutral — client to consider,neutral,philanthropic planning|market update,False,,False,
I1399,C0066,ADV001,2025-08-29,Phone call,client,25,positive — follow up scheduled,neutral,retirement planning|family financial planning|portfolio review,False,,False,
I1400,C0066,ADV001,2025-09-05,In-person meeting,advisor,82,neutral — client to consider,neutral,tax planning|business exit planning,True,False,True,2025-10-02
I1401,C0066,ADV001,2025-09-13,Email,client,0,neutral — client to consider,neutral,new investment opportunity|property discussion|business exit planning,False,,False,
I1402,C0066,ADV001,2025-10-11,In-person meeting,advisor,87,positive — follow up scheduled,neutral,inheritance planning|goal progress|market update,True,True,True,2025-10-31
I1403,C0066,ADV001,2025-10-29,Phone call,advisor,17,positive — action taken,positive,family financial planning|risk tolerance review|portfolio review,False,,False,
I1404,C0066,ADV001,2025-10-31,Phone call,advisor,27,positive — follow up scheduled,positive,tax planning|inheritance planning,True,False,True,2025-11-25
I1405,C0066,ADV001,2026-01-19,In-person meeting,advisor,53,neutral — information provided,positive,philanthropic planning,False,,False,
I1406,C0066,ADV001,2026-04-29,In-person meeting,advisor,89,positive — action taken,positive,new investment opportunity|retirement planning|rebalancing,True,True,True,2026-05-21
I1407,C0066,ADV001,2026-05-03,Review meeting,advisor,64,neutral — information provided,neutral,portfolio review|estate planning,True,True,True,2026-05-13
I1408,C0066,ADV001,2026-05-08,In-person meeting,client,83,positive — action taken,positive,goal progress|insurance review|business exit planning,True,True,True,2026-06-07
I1409,C0067,ADV001,2025-01-02,Email,client,0,neutral — client to consider,neutral,estate planning|market update|business exit planning,False,,False,
I1410,C0067,ADV001,2025-01-08,Email,advisor,0,neutral — information provided,positive,portfolio review|inheritance planning|new investment opportunity,True,True,True,2025-01-29
I1411,C0067,ADV001,2025-01-12,Email,client,0,positive — follow up scheduled,neutral,goal progress|inheritance planning,False,,False,
I1412,C0067,ADV001,2025-01-24,Phone call,advisor,29,positive — follow up scheduled,neutral,inheritance planning,False,,False,
I1413,C0067,ADV001,2025-02-13,Email,client,0,positive — action taken,positive,estate planning|property discussion,False,,False,
I1414,C0067,ADV001,2025-03-17,Review meeting,client,67,neutral — information provided,positive,market update|goal progress|portfolio review,False,,False,
I1415,C0067,ADV001,2025-03-20,Review meeting,advisor,116,negative — client concerned,negative,retirement planning|business exit planning|philanthropic planning,False,,False,
I1416,C0067,ADV001,2025-04-17,Email,client,0,positive — action taken,positive,inheritance planning|insurance review|next gen engagement,True,False,True,2025-05-14
I1417,C0067,ADV001,2025-05-08,Email,advisor,0,positive — action taken,positive,inheritance planning,True,True,True,2025-06-04
I1418,C0067,ADV001,2025-05-29,Phone call,advisor,28,positive — action taken,positive,goal progress|retirement planning,False,,False,
I1419,C0067,ADV001,2025-06-26,Review meeting,client,117,positive — action taken,positive,risk tolerance review|philanthropic planning|new investment opportunity,True,False,True,2025-07-11
I1420,C0067,ADV001,2025-08-22,In-person meeting,client,68,neutral — information provided,positive,rebalancing|property discussion,False,,False,
I1421,C0067,ADV001,2025-08-28,Email,client,0,neutral — information provided,positive,new investment opportunity|insurance review,False,,False,
I1422,C0067,ADV001,2025-09-05,Phone call,advisor,21,neutral — information provided,neutral,inheritance planning|philanthropic planning,False,,False,
I1423,C0067,ADV001,2025-09-17,Phone call,advisor,11,positive — follow up scheduled,neutral,inheritance planning,True,True,False,2025-10-01
I1424,C0067,ADV001,2025-09-22,Phone call,client,15,positive — follow up scheduled,positive,goal progress,True,False,True,2025-10-13
I1425,C0067,ADV001,2025-10-03,Video call,client,42,neutral — information provided,positive,property discussion,True,True,True,2025-10-12
I1426,C0067,ADV001,2025-10-16,In-person meeting,advisor,77,positive — follow up scheduled,positive,philanthropic planning|inheritance planning,True,False,True,2025-11-09
I1427,C0067,ADV001,2025-11-01,Email,advisor,0,positive — follow up scheduled,positive,next gen engagement|market update|tax planning,True,True,True,2025-11-19
I1428,C0067,ADV001,2025-11-04,In-person meeting,advisor,73,neutral — client to consider,neutral,risk tolerance review,False,,False,
I1429,C0067,ADV001,2025-11-16,Email,advisor,0,positive — follow up scheduled,positive,goal progress,True,True,True,2025-12-16
I1430,C0067,ADV001,2025-12-14,Email,advisor,0,neutral — information provided,positive,inheritance planning|retirement planning|new investment opportunity,False,,False,
I1431,C0067,ADV001,2026-01-25,In-person meeting,advisor,77,negative — client concerned,negative,cash flow review,True,True,True,2026-02-08
I1432,C0067,ADV001,2026-01-26,Video call,advisor,60,positive — follow up scheduled,neutral,retirement planning|philanthropic planning,False,,False,
I1433,C0067,ADV001,2026-02-10,Phone call,client,24,positive — follow up scheduled,positive,market update|insurance review,True,False,False,2026-02-21
I1434,C0067,ADV001,2026-02-23,Review meeting,advisor,108,positive — action taken,positive,next gen engagement|estate planning|new investment opportunity,False,,False,
I1435,C0067,ADV001,2026-05-02,Phone call,advisor,30,neutral — information provided,neutral,goal progress|next gen engagement|estate planning,True,False,True,2026-05-26
I1436,C0067,ADV001,2026-05-18,Phone call,advisor,10,positive — action taken,positive,retirement planning|estate planning|cash flow review,False,,False,
I1437,C0068,ADV001,2024-12-23,Email,advisor,0,positive — action taken,positive,risk tolerance review,False,,False,
I1438,C0068,ADV001,2025-01-13,Phone call,advisor,21,neutral — information provided,neutral,family financial planning|risk tolerance review,False,,False,
I1439,C0068,ADV001,2025-01-16,Phone call,advisor,12,neutral — information provided,positive,insurance review|rebalancing,False,,False,
I1440,C0068,ADV001,2025-01-22,Phone call,advisor,20,neutral — information provided,neutral,tax planning,False,,False,
I1441,C0068,ADV001,2025-02-19,Review meeting,advisor,94,neutral — information provided,positive,inheritance planning|risk tolerance review|cash flow review,False,,False,
I1442,C0068,ADV001,2025-03-27,Phone call,client,11,positive — follow up scheduled,neutral,property discussion|next gen engagement,False,,False,
I1443,C0068,ADV001,2025-05-08,In-person meeting,advisor,88,neutral — client to consider,neutral,family financial planning,True,False,False,2025-06-07
I1444,C0068,ADV001,2025-06-28,Email,client,0,neutral — information provided,neutral,family financial planning,False,,False,
I1445,C0068,ADV001,2025-08-02,In-person meeting,advisor,55,neutral — information provided,neutral,new investment opportunity|philanthropic planning|cash flow review,True,True,True,2025-08-29
I1446,C0068,ADV001,2025-08-03,Email,advisor,0,positive — follow up scheduled,neutral,insurance review|goal progress|family financial planning,False,,False,
I1447,C0068,ADV001,2025-08-03,In-person meeting,advisor,54,positive — follow up scheduled,positive,retirement planning,True,True,True,2025-08-10
I1448,C0068,ADV001,2025-08-29,Email,advisor,0,positive — follow up scheduled,positive,retirement planning,False,,False,
I1449,C0068,ADV001,2025-09-10,Email,client,0,neutral — information provided,neutral,next gen engagement|inheritance planning|retirement planning,False,,False,
I1450,C0068,ADV001,2025-10-19,In-person meeting,advisor,50,neutral — information provided,positive,retirement planning|new investment opportunity,True,True,True,2025-11-02
I1451,C0068,ADV001,2025-11-08,Phone call,advisor,25,positive — follow up scheduled,positive,risk tolerance review|market update,True,True,True,2025-12-03
I1452,C0068,ADV001,2025-11-12,Email,advisor,0,positive — action taken,positive,portfolio review|rebalancing|risk tolerance review,False,,False,
I1453,C0068,ADV001,2025-11-14,Phone call,client,20,positive — follow up scheduled,positive,inheritance planning|rebalancing|risk tolerance review,True,False,True,2025-11-22
I1454,C0068,ADV001,2026-01-10,Review meeting,client,65,neutral — information provided,positive,portfolio review,False,,False,
I1455,C0068,ADV001,2026-01-20,Phone call,client,17,positive — follow up scheduled,neutral,portfolio review|rebalancing,True,True,True,2026-02-14
I1456,C0068,ADV001,2026-05-10,Email,advisor,0,neutral — client to consider,neutral,insurance review|risk tolerance review,False,,False,
I1457,C0068,ADV001,2026-05-22,Phone call,advisor,28,neutral — information provided,positive,inheritance planning|goal progress|insurance review,False,,False,
I1458,C0069,ADV001,2025-01-11,Phone call,advisor,12,neutral — information provided,positive,risk tolerance review,False,,False,
I1459,C0069,ADV001,2025-02-23,Phone call,client,28,neutral — client to consider,neutral,goal progress|inheritance planning|portfolio review,False,,False,
I1460,C0069,ADV001,2025-02-28,Email,advisor,0,negative — complaint raised,negative,business exit planning|market update|retirement planning,False,,False,
I1461,C0069,ADV001,2025-04-11,Email,client,0,neutral — information provided,positive,rebalancing|cash flow review,True,False,True,2025-05-03
I1462,C0069,ADV001,2025-06-13,Email,client,0,neutral — information provided,positive,market update|family financial planning|retirement planning,False,,False,
I1463,C0069,ADV001,2025-12-17,Email,advisor,0,neutral — information provided,positive,market update,False,,False,
I1464,C0069,ADV001,2025-12-18,Phone call,advisor,18,positive — follow up scheduled,positive,business exit planning|family financial planning|rebalancing,True,True,True,2026-01-15
I1465,C0069,ADV001,2025-12-25,Email,client,0,neutral — information provided,positive,market update|portfolio review|risk tolerance review,True,False,True,2026-01-12
I1466,C0069,ADV001,2026-01-01,Phone call,advisor,11,negative — client concerned,negative,inheritance planning,False,,False,
I1467,C0069,ADV001,2026-02-23,Video call,advisor,44,negative — client concerned,negative,insurance review,True,False,True,2026-03-07
I1468,C0069,ADV001,2026-02-27,Video call,advisor,58,neutral — information provided,neutral,portfolio review|retirement planning,False,,False,
I1469,C0069,ADV001,2026-03-20,Email,client,0,neutral — information provided,positive,family financial planning,False,,False,
I1470,C0069,ADV001,2026-03-21,Phone call,client,27,positive — follow up scheduled,positive,portfolio review|next gen engagement,True,True,True,2026-04-14
I1471,C0069,ADV001,2026-04-08,In-person meeting,advisor,68,positive — action taken,positive,goal progress,False,,False,
I1472,C0069,ADV001,2026-04-21,Phone call,client,15,neutral — information provided,positive,estate planning|retirement planning,False,,False,
I1473,C0069,ADV001,2026-05-27,Video call,client,56,positive — follow up scheduled,positive,market update|insurance review|portfolio review,False,,False,
I1474,C0070,ADV001,2024-12-15,In-person meeting,client,88,positive — action taken,positive,estate planning,False,,False,
I1475,C0070,ADV001,2024-12-26,Phone call,client,21,neutral — client to consider,neutral,family financial planning|new investment opportunity,False,,False,
I1476,C0070,ADV001,2025-01-16,Phone call,advisor,18,positive — action taken,positive,risk tolerance review|retirement planning|business exit planning,False,,False,
I1477,C0070,ADV001,2025-01-26,Email,advisor,0,positive — follow up scheduled,neutral,cash flow review|insurance review,True,True,True,2025-02-09
I1478,C0070,ADV001,2025-02-21,Review meeting,client,79,negative — complaint raised,negative,market update|retirement planning,True,True,False,2025-03-14
I1479,C0070,ADV001,2025-03-05,In-person meeting,advisor,66,positive — action taken,positive,estate planning|business exit planning,True,True,True,2025-04-04
I1480,C0070,ADV001,2025-03-09,Email,advisor,0,positive — action taken,positive,tax planning|retirement planning,False,,False,
I1481,C0070,ADV001,2025-03-11,Phone call,advisor,13,negative — client concerned,negative,tax planning,False,,False,
I1482,C0070,ADV001,2025-04-08,Email,advisor,0,positive — action taken,positive,portfolio review|market update|goal progress,False,,False,
I1483,C0070,ADV001,2025-04-24,Email,advisor,0,positive — follow up scheduled,neutral,goal progress,True,True,False,2025-05-12
I1484,C0070,ADV001,2025-05-04,Phone call,client,12,positive — follow up scheduled,positive,goal progress|portfolio review|rebalancing,False,,False,
I1485,C0070,ADV001,2025-05-04,Phone call,client,28,neutral — information provided,neutral,retirement planning|portfolio review,False,,False,
I1486,C0070,ADV001,2025-05-17,In-person meeting,client,65,positive — follow up scheduled,positive,property discussion,False,,False,
I1487,C0070,ADV001,2025-07-06,Video call,client,55,neutral — information provided,positive,family financial planning|rebalancing|property discussion,True,True,False,2025-07-14
I1488,C0070,ADV001,2025-07-17,Email,client,0,positive — follow up scheduled,neutral,rebalancing,False,,False,
I1489,C0070,ADV001,2025-07-17,Video call,client,41,neutral — information provided,neutral,portfolio review|new investment opportunity|property discussion,True,False,False,2025-08-02
I1490,C0070,ADV001,2025-07-31,Email,client,0,positive — follow up scheduled,neutral,insurance review,False,,False,
I1491,C0070,ADV001,2025-08-30,Phone call,advisor,11,positive — follow up scheduled,positive,risk tolerance review,False,,False,
I1492,C0070,ADV001,2025-08-31,Email,client,0,neutral — information provided,positive,cash flow review|tax planning|next gen engagement,True,True,False,2025-09-12
I1493,C0070,ADV001,2025-09-01,Phone call,client,21,positive — action taken,positive,property discussion|market update|portfolio review,False,,False,
I1494,C0070,ADV001,2025-09-22,Phone call,advisor,28,positive — action taken,positive,portfolio review,False,,False,
I1495,C0070,ADV001,2025-10-07,Video call,client,32,positive — action taken,positive,inheritance planning|rebalancing|new investment opportunity,True,True,False,2025-10-21
I1496,C0070,ADV001,2025-10-25,Email,client,0,neutral — information provided,positive,insurance review,False,,False,
I1497,C0070,ADV001,2025-10-26,Phone call,client,17,negative — complaint raised,negative,portfolio review,False,,False,
I1498,C0070,ADV001,2025-10-28,Phone call,client,20,positive — follow up scheduled,positive,insurance review,False,,False,
I1499,C0070,ADV001,2025-11-11,In-person meeting,advisor,69,positive — action taken,positive,family financial planning|market update,True,True,True,2025-12-05
I1500,C0070,ADV001,2025-11-16,Email,advisor,0,neutral — information provided,neutral,market update|new investment opportunity|inheritance planning,True,False,True,2025-11-25
I1501,C0070,ADV001,2025-11-28,In-person meeting,advisor,71,neutral — information provided,neutral,retirement planning|business exit planning|tax planning,False,,False,
I1502,C0070,ADV001,2025-12-06,Review meeting,advisor,76,positive — follow up scheduled,positive,portfolio review,False,,False,
I1503,C0070,ADV001,2026-02-06,Phone call,advisor,14,neutral — information provided,positive,portfolio review|cash flow review|rebalancing,True,False,True,2026-02-27
I1504,C0070,ADV001,2026-02-07,Video call,advisor,47,neutral — information provided,neutral,property discussion|goal progress,True,False,True,2026-02-27
I1505,C0070,ADV001,2026-02-07,Phone call,advisor,23,positive — follow up scheduled,neutral,goal progress|portfolio review|rebalancing,True,True,True,2026-03-02
I1506,C0070,ADV001,2026-02-24,Phone call,client,29,neutral — client to consider,neutral,portfolio review,True,False,True,2026-03-08
I1507,C0070,ADV001,2026-04-04,In-person meeting,advisor,89,neutral — information provided,positive,tax planning,False,,False,
I1508,C0070,ADV001,2026-04-08,In-person meeting,advisor,78,neutral — information provided,positive,philanthropic planning,False,,False,
I1509,C0070,ADV001,2026-04-10,In-person meeting,client,72,positive — follow up scheduled,neutral,tax planning,False,,False,
I1510,C0070,ADV001,2026-04-20,Email,advisor,0,neutral — client to consider,neutral,property discussion|rebalancing|business exit planning,True,True,True,2026-05-09
I1511,C0070,ADV001,2026-05-11,Phone call,advisor,20,neutral — client to consider,negative,next gen engagement,False,,False,
I1512,C0070,ADV001,2026-05-22,Email,client,0,positive — follow up scheduled,positive,market update|next gen engagement,False,,False,
I1513,C0070,ADV001,2026-05-29,Phone call,client,11,neutral — information provided,positive,tax planning|market update|estate planning,False,,False,
I1514,C0071,ADV001,2025-02-09,Review meeting,client,119,neutral — client to consider,neutral,philanthropic planning|tax planning|retirement planning,False,,False,
I1515,C0071,ADV001,2025-03-11,Review meeting,advisor,104,positive — follow up scheduled,neutral,market update,False,,False,
I1516,C0071,ADV001,2025-04-20,Phone call,advisor,11,positive — follow up scheduled,positive,market update|new investment opportunity,True,True,False,2025-05-08
I1517,C0071,ADV001,2025-04-28,Phone call,client,16,neutral — information provided,positive,market update,True,True,True,2025-05-06
I1518,C0071,ADV001,2025-05-19,Phone call,advisor,11,negative — complaint raised,negative,new investment opportunity|rebalancing,False,,False,
I1519,C0071,ADV001,2025-07-17,Phone call,advisor,17,positive — follow up scheduled,neutral,estate planning,True,True,True,2025-08-12
I1520,C0071,ADV001,2025-08-02,Email,client,0,negative — complaint raised,negative,next gen engagement,False,,False,
I1521,C0071,ADV001,2025-08-26,Email,client,0,positive — follow up scheduled,positive,philanthropic planning|insurance review|retirement planning,True,False,True,2025-09-25
I1522,C0071,ADV001,2025-09-21,Phone call,advisor,14,positive — action taken,positive,estate planning|insurance review|retirement planning,False,,False,
I1523,C0071,ADV001,2025-09-22,Email,advisor,0,neutral — client to consider,neutral,risk tolerance review|inheritance planning,False,,False,
I1524,C0071,ADV001,2025-10-08,Video call,advisor,42,neutral — information provided,positive,estate planning,False,,False,
I1525,C0071,ADV001,2026-04-23,Phone call,advisor,19,positive — action taken,positive,cash flow review|retirement planning,False,,False,
I1526,C0072,ADV001,2024-12-19,Phone call,client,23,positive — action taken,positive,estate planning,False,,False,
I1527,C0072,ADV001,2025-05-31,Phone call,client,20,neutral — information provided,neutral,property discussion|family financial planning|philanthropic planning,True,True,True,2025-06-23
I1528,C0072,ADV001,2025-06-22,Review meeting,advisor,98,neutral — information provided,positive,tax planning|risk tolerance review|estate planning,True,True,True,2025-07-21
I1529,C0072,ADV001,2025-06-30,Email,client,0,positive — follow up scheduled,positive,property discussion,False,,False,
I1530,C0072,ADV001,2025-07-29,In-person meeting,client,74,neutral — information provided,positive,business exit planning,True,True,True,2025-08-12
I1531,C0072,ADV001,2025-10-16,Video call,client,52,positive — follow up scheduled,positive,estate planning,False,,False,
I1532,C0072,ADV001,2025-10-20,Phone call,client,10,positive — action taken,positive,family financial planning|business exit planning,False,,False,
I1533,C0072,ADV001,2025-11-28,Phone call,client,25,positive — follow up scheduled,neutral,rebalancing|inheritance planning,False,,False,
I1534,C0072,ADV001,2025-12-31,In-person meeting,client,85,neutral — information provided,neutral,insurance review|business exit planning,False,,False,
I1535,C0072,ADV001,2026-01-15,Email,client,0,positive — follow up scheduled,positive,philanthropic planning|inheritance planning,False,,False,
I1536,C0072,ADV001,2026-02-10,Video call,advisor,39,neutral — information provided,positive,portfolio review|philanthropic planning,True,False,False,2026-03-08
I1537,C0072,ADV001,2026-03-20,Phone call,advisor,22,positive — action taken,positive,market update|property discussion|inheritance planning,False,,False,
I1538,C0073,ADV001,2024-12-24,Email,client,0,positive — follow up scheduled,positive,tax planning|family financial planning,False,,False,
I1539,C0073,ADV001,2025-04-05,Video call,advisor,60,negative — client concerned,negative,insurance review|new investment opportunity,False,,False,
I1540,C0073,ADV001,2025-06-15,In-person meeting,advisor,64,positive — action taken,positive,retirement planning,False,,False,
I1541,C0073,ADV001,2025-08-13,Phone call,client,10,positive — action taken,positive,tax planning,False,,False,
I1542,C0074,ADV001,2024-12-12,In-person meeting,client,49,negative — complaint raised,negative,business exit planning,False,,False,
I1543,C0074,ADV001,2024-12-23,Email,advisor,0,neutral — information provided,positive,next gen engagement,True,True,True,2025-01-08
I1544,C0074,ADV001,2025-01-03,Email,client,0,positive — follow up scheduled,positive,portfolio review|cash flow review,False,,False,
I1545,C0074,ADV001,2025-01-04,Email,advisor,0,negative — complaint raised,negative,philanthropic planning|estate planning,False,,False,
I1546,C0074,ADV001,2025-01-11,Video call,advisor,49,neutral — information provided,positive,business exit planning|market update,False,,False,
I1547,C0074,ADV001,2025-01-20,Phone call,client,15,neutral — information provided,neutral,next gen engagement|new investment opportunity|goal progress,False,,False,
I1548,C0074,ADV001,2025-01-27,Review meeting,advisor,102,neutral — information provided,neutral,insurance review|new investment opportunity|estate planning,True,True,True,2025-02-17
I1549,C0074,ADV001,2025-02-06,Email,client,0,neutral — client to consider,neutral,portfolio review,False,,False,
I1550,C0074,ADV001,2025-02-06,Email,client,0,neutral — information provided,neutral,business exit planning,True,True,True,2025-02-15
I1551,C0074,ADV001,2025-02-10,Review meeting,advisor,63,positive — follow up scheduled,positive,rebalancing|retirement planning|family financial planning,False,,False,
I1552,C0074,ADV001,2025-02-16,Email,client,0,neutral — client to consider,neutral,insurance review,True,True,True,2025-02-26
I1553,C0074,ADV001,2025-02-21,Phone call,advisor,27,neutral — client to consider,negative,goal progress,True,False,True,2025-03-21
I1554,C0074,ADV001,2025-02-24,Email,client,0,neutral — information provided,neutral,family financial planning|inheritance planning|new investment opportunity,True,False,True,2025-03-07
I1555,C0074,ADV001,2025-03-01,Review meeting,client,69,neutral — client to consider,negative,goal progress,False,,False,
I1556,C0074,ADV001,2025-03-04,Email,client,0,neutral — information provided,positive,business exit planning,False,,False,
I1557,C0074,ADV001,2025-03-06,Video call,advisor,51,neutral — client to consider,neutral,goal progress|philanthropic planning|business exit planning,False,,False,
I1558,C0074,ADV001,2025-03-11,Phone call,client,20,positive — follow up scheduled,neutral,business exit planning,True,True,True,2025-04-07
I1559,C0074,ADV001,2025-03-17,Email,client,0,positive — action taken,positive,tax planning|retirement planning|market update,False,,False,
I1560,C0074,ADV001,2025-03-20,Email,advisor,0,neutral — information provided,positive,property discussion|new investment opportunity,False,,False,
I1561,C0074,ADV001,2025-03-20,In-person meeting,client,45,positive — action taken,positive,estate planning|new investment opportunity|inheritance planning,True,True,True,2025-04-12
I1562,C0074,ADV001,2025-03-28,Email,advisor,0,neutral — information provided,neutral,business exit planning|inheritance planning,True,True,True,2025-04-19
I1563,C0074,ADV001,2025-04-03,Phone call,advisor,30,neutral — client to consider,neutral,estate planning|business exit planning|retirement planning,False,,False,
I1564,C0074,ADV001,2025-04-22,Phone call,advisor,20,neutral — information provided,neutral,risk tolerance review|family financial planning,False,,False,
I1565,C0074,ADV001,2025-04-26,Email,advisor,0,positive — action taken,positive,property discussion,False,,False,
I1566,C0074,ADV001,2025-05-02,Phone call,advisor,10,positive — action taken,positive,portfolio review,True,False,True,2025-05-30
I1567,C0074,ADV001,2025-05-03,Email,client,0,positive — follow up scheduled,positive,estate planning|market update|next gen engagement,False,,False,
I1568,C0074,ADV001,2025-05-03,Email,client,0,neutral — information provided,positive,inheritance planning|rebalancing|family financial planning,False,,False,
I1569,C0074,ADV001,2025-05-22,Email,advisor,0,positive — follow up scheduled,positive,estate planning,False,,False,
I1570,C0074,ADV001,2025-05-25,Video call,advisor,54,neutral — client to consider,neutral,market update,False,,False,
I1571,C0074,ADV001,2025-06-03,Email,advisor,0,neutral — client to consider,negative,philanthropic planning|next gen engagement|property discussion,False,,False,
I1572,C0074,ADV001,2025-06-11,Phone call,advisor,30,neutral — information provided,positive,cash flow review|insurance review|retirement planning,True,False,True,2025-06-28
I1573,C0074,ADV001,2025-06-11,Phone call,advisor,28,neutral — information provided,neutral,property discussion|goal progress|tax planning,True,True,True,2025-07-06
I1574,C0074,ADV001,2025-06-14,In-person meeting,client,69,positive — action taken,positive,cash flow review|rebalancing,False,,False,
I1575,C0074,ADV001,2025-06-17,In-person meeting,advisor,80,positive — action taken,positive,inheritance planning|cash flow review,False,,False,
I1576,C0074,ADV001,2025-07-03,In-person meeting,advisor,73,positive — follow up scheduled,positive,rebalancing|cash flow review|philanthropic planning,False,,False,
I1577,C0074,ADV001,2025-07-07,Phone call,client,11,positive — follow up scheduled,positive,property discussion|retirement planning,False,,False,
I1578,C0074,ADV001,2025-07-09,Phone call,client,11,positive — action taken,positive,inheritance planning|family financial planning|cash flow review,False,,False,
I1579,C0074,ADV001,2025-07-19,Review meeting,advisor,100,neutral — information provided,positive,business exit planning|market update|cash flow review,False,,False,
I1580,C0074,ADV001,2025-07-20,Phone call,advisor,24,positive — action taken,positive,portfolio review|goal progress|next gen engagement,True,True,True,2025-08-10
I1581,C0074,ADV001,2025-07-26,Phone call,advisor,20,negative — complaint raised,negative,cash flow review|property discussion|philanthropic planning,True,True,True,2025-08-23
I1582,C0074,ADV001,2025-07-27,Phone call,advisor,19,positive — action taken,positive,new investment opportunity|cash flow review|business exit planning,False,,False,
I1583,C0074,ADV001,2025-07-30,In-person meeting,advisor,81,neutral — information provided,positive,new investment opportunity|philanthropic planning|risk tolerance review,False,,False,
I1584,C0074,ADV001,2025-08-03,Phone call,advisor,28,positive — follow up scheduled,positive,risk tolerance review|family financial planning,False,,False,
I1585,C0074,ADV001,2025-08-04,Email,client,0,neutral — information provided,neutral,new investment opportunity,False,,False,
I1586,C0074,ADV001,2025-08-07,Email,advisor,0,neutral — information provided,neutral,insurance review|family financial planning|retirement planning,True,False,True,2025-09-01
I1587,C0074,ADV001,2025-08-22,Phone call,advisor,11,positive — follow up scheduled,neutral,property discussion|cash flow review,True,True,True,2025-09-20
I1588,C0074,ADV001,2025-08-23,Phone call,advisor,14,neutral — information provided,neutral,new investment opportunity,True,True,True,2025-09-12
I1589,C0074,ADV001,2025-08-26,Phone call,advisor,17,positive — follow up scheduled,neutral,retirement planning|portfolio review|estate planning,False,,False,
I1590,C0074,ADV001,2025-09-07,Phone call,client,24,neutral — information provided,positive,inheritance planning|business exit planning,False,,False,
I1591,C0074,ADV001,2025-09-18,Phone call,advisor,25,positive — follow up scheduled,positive,risk tolerance review,False,,False,
I1592,C0074,ADV001,2025-09-22,Email,client,0,positive — action taken,positive,cash flow review|insurance review,False,,False,
I1593,C0074,ADV001,2025-10-02,Phone call,advisor,27,positive — follow up scheduled,positive,business exit planning|retirement planning|rebalancing,True,True,True,2025-10-22
